,hourly_dayahead_dol_per_kwh,realtime_production_kwh,realtime_supplied_kwh,solar_production_kwh,electrolyser_consumption_kwh,compressor_consumption_kwh,liquefaction_consumption_kwh,electrolyser_produced_kg,compressor_produced_kg,liquefaction_produced_kg,compress_to_liquefaction,fuel_cell_consumed_kg,gh2_storage_level_kg,gh2_storage_net_inflow,gh2_storge_inflow_kg,gh2_storage_outflow_kg
30,0.037450000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.208222781158286,0.0,0.0,0.0
31,0.03717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.208222781158286,0.0,0.0,0.0
32,0.034820000000000004,0.0,0.0,10.87202718006795,7.627469917279337,0.5547250848930427,2.689832177895571,0.13868127122326068,0.13868127122326068,0.26898321778955714,0.13868127122326068,0.0,5.208222781158286,-0.13030194656629646,0.0,0.13030194656629646
33,0.038009999999999995,0.0,0.0,31.71007927519819,24.545302043515044,1.7851128758920032,5.379664355791142,0.4462782189730008,0.4462782189730008,0.5379664355791143,0.4462782189730008,0.0,5.077920834591989,-0.09168821660611348,0.0,0.09168821660611348
34,0.03943,0.0,0.0,33.06908267270668,23.304698943154204,1.6948871958657603,8.069496533686713,0.4237217989664401,0.4237217989664401,0.8069496533686714,0.4237217989664401,0.0,4.986232617985875,-0.3832278544022314,0.0,0.3832278544022314
35,0.03667,0.0,0.0,39.41109852774632,26.709276947271558,1.942492868892477,10.759328711582285,0.48562321722311924,0.48562321722311924,1.0759328711582286,0.48562321722311924,0.0,4.603004763583644,-0.5903096539351093,0.0,0.5903096539351093
36,0.03395,0.0,0.0,33.06908267270668,18.28975759453534,1.3301641886934794,13.449160889477856,0.33254104717336985,0.33254104717336985,1.3449160889477856,0.33254104717336985,0.0,4.012695109648535,-1.012375041774416,0.0,1.012375041774416
37,0.03419,0.0,0.0,23.556058890147224,11.929155251204604,0.8675749273603348,10.759328711582285,0.2168937318400837,0.2168937318400837,1.0759328711582286,0.2168937318400837,0.0,3.0003200678741186,-0.8590391393181447,0.0,0.8590391393181447
38,0.034210000000000004,0.0,0.0,21.7440543601359,12.747469160249244,0.927088666199945,8.069496533686713,0.23177216654998625,0.23177216654998625,0.8069496533686714,0.0,0.0,2.141280928555974,-0.5751774868186852,0.23177216654998625,0.8069496533686714
39,0.03372,0.0,0.0,16.761041902604756,10.609758730080488,0.7716188167331264,5.379664355791142,0.1929047041832816,0.1929047041832816,0.5379664355791143,0.1929047041832816,0.0,1.5661034417372888,-0.3450617313958326,0.0,0.3450617313958326
40,0.03554,0.0,0.0,6.795016987542468,3.826867195433548,0.27831761421334894,2.689832177895571,0.06957940355333724,0.06957940355333724,0.26898321778955714,0.0,0.0,1.2210417103414561,-0.1994038142362199,0.06957940355333724,0.26898321778955714
41,0.06263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0216378961052364,0.0,0.0,0.0
